2025-11-06 22:20:09,2142,19.9,59,3.8,B
2025-11-06 22:35:28,2095,20.0,51,3.8
2025-11-06 22:50:48,2047,20.1,51,3.8
2025-11-06 23:06:07,2009,20.2,51,3.8
2025-11-06 23:21:27,1978,20.3,51,3.8
2025-11-06 23:34:02,1985,20.2,52,3.9,B
2025-11-06 23:36:58,1982,20.2,51,3.9,B
2025-11-06 23:52:14,1942,20.2,51,3.8
2025-11-12 03:19:15,5101,17.2,59,3.5,B
2025-11-12 03:34:43,1264,18.2,55,3.8
2025-11-12 03:50:13,1289,18.6,55,3.9
2025-11-12 04:05:46,1235,18.8,54,3.9
2025-11-12 04:21:18,1213,19.0,54,3.9
2025-11-12 04:36:51,1190,19.1,55,4.0
2025-11-12 04:52:24,1207,19.2,55,4.1
2025-11-12 05:07:57,1155,19.1,55,4.1
2025-11-12 05:23:28,1171,19.1,55,4.2
2025-11-12 05:38:56,1213,18.9,55,4.2
2025-11-12 05:54:22,1197,18.6,55,4.2
2025-11-12 06:09:47,1172,18.5,56,4.2
2025-11-12 06:25:10,1155,18.3,56,4.2
2025-11-12 06:40:33,1118,18.1,56,4.2
2025-11-12 06:55:54,1081,18.1,56,4.2
2025-11-12 07:11:16,1042,18.0,56,4.2
2025-11-12 07:26:37,1016,17.9,56,4.2
2025-11-12 07:41:59,992,17.9,56,4.2
2025-11-12 07:57:20,973,17.9,56,4.2
2025-11-12 08:12:42,950,17.9,56,4.2
2025-11-12 08:28:04,940,17.9,55,4.2
2025-11-12 08:43:25,931,17.9,55,4.2
2025-11-12 08:58:47,916,17.9,55,4.2
2025-11-12 09:14:09,920,17.9,55,4.2
2025-11-12 09:29:31,921,17.8,55,4.2
2025-11-12 09:44:53,912,17.8,55,4.2
2025-11-12 10:00:14,953,17.9,55,4.2
2025-11-12 10:15:35,1062,17.9,55,4.2
2025-11-12 10:30:57,1039,17.9,55,4.2
2025-11-12 10:46:18,1043,17.9,55,4.2
2025-11-12 11:01:40,1031,17.9,55,4.2
2025-11-12 11:17:01,1010,17.8,54,4.2
2025-11-12 11:32:22,994,17.8,54,4.2
2025-11-12 11:47:44,992,17.9,54,4.2
2025-11-12 12:03:06,985,17.8,54,4.2
2025-11-12 12:18:28,975,17.8,54,4.2
2025-11-12 12:33:49,959,17.8,54,4.2
2025-11-12 12:49:10,955,17.8,54,4.2
2025-11-12 13:04:32,962,17.8,54,4.2
2025-11-12 13:19:53,956,17.8,54,4.2
2025-11-12 13:35:15,950,17.8,54,4.2
2025-11-12 13:50:37,944,17.9,54,4.2
2025-11-12 14:05:58,1522,17.9,56,4.2
2025-11-12 14:21:20,1361,18.0,58,4.2
2025-11-12 14:36:42,1204,18.0,56,4.2
2025-11-12 14:52:04,1149,18.0,55,4.2
2025-11-12 15:07:25,1140,17.9,55,4.2
2025-11-12 15:22:47,1103,17.9,55,4.2
2025-11-12 15:38:09,1064,17.9,55,4.2
2025-11-12 15:53:31,1103,17.9,55,4.2
2025-11-12 16:08:53,1150,17.9,55,4.2
2025-11-12 16:24:15,1155,17.9,55,4.2
2025-11-12 16:39:36,1190,17.9,55,4.2
2025-11-12 16:54:58,1194,18.0,55,4.2
2025-11-12 17:10:20,1213,18.0,56,4.2
2025-11-12 17:25:42,1231,18.0,56,4.2
2025-11-12 17:41:05,1199,18.1,56,4.2
2025-11-12 17:56:27,1222,18.1,56,4.2
2025-11-12 18:11:49,1245,18.2,56,4.2
2025-11-12 18:27:11,1232,18.2,56,4.2
2025-11-12 18:42:33,1226,18.2,56,4.2
2025-11-12 18:57:55,1236,18.2,56,4.2
2025-11-12 19:13:18,1216,18.2,56,4.2
2025-11-12 19:28:40,1197,18.2,56,4.2
2025-11-12 19:44:02,1153,18.2,56,4.2
2025-11-12 19:59:24,1132,18.2,56,4.2
2025-11-12 20:14:47,1084,18.2,55,4.2
2025-11-12 20:30:09,1074,18.2,55,4.2
2025-11-12 20:45:31,1111,18.3,56,4.2
2025-11-12 21:00:53,1182,18.3,56,4.2
2025-11-12 21:16:15,1169,18.3,56,4.2
2025-11-12 21:31:38,1151,18.2,56,4.2
2025-11-12 21:47:00,1088,18.2,56,4.2
2025-11-12 22:02:22,1057,18.1,55,4.2
2025-11-12 22:17:44,1039,18.1,55,4.2
2025-11-12 22:33:06,1013,18.0,55,4.2
2025-11-12 22:48:28,989,18.0,55,4.2
2025-11-12 23:03:50,1169,18.1,56,4.2
2025-11-12 23:19:12,1328,18.1,56,4.2
2025-11-12 23:34:34,1199,18.1,56,4.2
2025-11-12 23:49:56,1143,18.1,55,4.2
2025-11-13 00:05:18,1130,18.1,55,4.2
2025-11-13 00:20:40,1129,18.1,55,4.2
2025-11-13 00:36:02,1083,18.1,55,4.2
2025-11-13 00:51:25,1038,18.0,55,4.2
2025-11-13 01:06:47,1000,18.0,55,4.2
2025-11-13 01:22:09,935,18.0,54,4.2
2025-11-13 01:37:30,1029,18.0,54,4.2
2025-11-13 01:52:52,913,18.0,54,4.2
2025-11-13 02:08:14,896,17.9,54,4.2
2025-11-13 02:23:35,844,17.9,54,4.2
2025-11-13 02:38:57,832,17.9,54,4.2
2025-11-13 02:54:18,790,17.9,54,4.2
2025-11-13 03:09:39,781,17.9,54,4.2
2025-11-13 03:25:01,771,17.8,54,4.2
2025-11-13 03:40:22,798,17.9,55,4.2
2025-11-13 03:55:44,831,18.0,56,4.2
2025-11-13 04:11:06,891,18.0,58,4.2
2025-11-13 04:26:27,855,18.1,57,4.2
2025-11-13 04:41:49,847,18.1,57,4.2
2025-11-13 04:57:11,868,18.1,57,4.2
2025-11-13 05:12:33,1024,18.2,58,4.2
2025-11-13 05:27:56,978,18.2,57,4.2
2025-11-13 05:43:18,959,18.2,57,4.2
2025-11-13 05:58:40,944,18.1,57,4.2
2025-11-13 06:14:02,940,18.1,56,4.2
2025-11-13 06:29:24,968,18.1,56,4.2
2025-11-13 06:44:45,964,18.1,56,4.2
2025-11-13 07:00:07,976,18.1,56,4.2
2025-11-13 07:15:29,972,18.0,56,4.2
2025-11-13 07:30:51,1004,18.1,56,4.2
2025-11-13 07:46:13,997,18.0,56,4.2
2025-11-13 08:01:35,993,18.0,56,4.2
2025-11-13 08:16:57,983,18.0,56,4.2
2025-11-13 08:32:19,983,18.0,56,4.2
2025-11-13 08:47:41,986,17.9,56,4.2
2025-11-13 09:03:03,970,17.9,56,4.2
2025-11-13 09:18:24,986,17.9,56,4.1
2025-11-13 09:33:46,971,17.9,55,4.2
2025-11-13 09:49:08,966,17.9,55,4.2
2025-11-13 10:04:30,955,17.9,55,4.2
2025-11-13 10:19:52,955,17.8,55,4.2
2025-11-13 10:35:13,948,17.8,55,4.2
2025-11-13 10:50:35,941,17.8,55,4.2
